Fecha;Num_Mes;Mes
17/12/2022;12;diciembre
18/12/2022;12;diciembre
19/12/2022;12;diciembre
20/12/2022;12;diciembre
21/12/2022;12;diciembre
22/12/2022;12;diciembre
23/12/2022;12;diciembre
24/12/2022;12;diciembre
25/12/2022;12;diciembre
26/12/2022;12;diciembre
27/12/2022;12;diciembre
28/12/2022;12;diciembre
29/12/2022;12;diciembre
30/12/2022;12;diciembre
31/12/2022;12;diciembre
